review_id,title,intervention,simplified_intervention,manual_intervention,condition,simplified_condition,manual_condition,orig_simplified_intervention,orig_simplified_condition,excluded,same_intervention,same_condition,same_intervention_condition
CD005110,Hypnotherapy for treatment of irritable bowel syndrome,hypnotherapy,hypnosis,0,irritable bowel syndrome,ibs,0,hypnosis,ibs,0,0,0,0
CD008781,Vigabatrin versus carbamazepine monotherapy for epilepsy,vigabatrin monotherapy,medicine,1,epilepsy,seizure disorder,1,vigabatrin only,epilepsy,0,0,0,0
CD010111,Topical capsaicin (low concentration) for chronic neuropathic pain in adults,topical capsaicin,capsaicin cream,0,chronic neuropathic pain,nerve pain that lasts for a long time,1,capsaicin cream,nerve pain,0,0,0,0
CD004706,Adjuvant (post‐surgery) chemotherapy for early stage epithelial ovarian cancer,adjuvant chemotherapy,chemo after surgery,1,early-stage epithelial ovarian cancer,early ovary cancer,1,chemotherapy after surgery,early ovarian cancer,0,0,0,0
CD003390,Folate for depressive disorders,folate,folate supplement,0,depression,depression,0,folate supplement,depression,0,0,1,0
CD007921,Interposition vein cuff for infragenicular prosthetic bypass graft,vein cuffed prosthetic graft,surgery,1,critical limb ischaemia,bad leg blood flow,0,vein cuff on tube graft,bad leg blood flow,0,0,0,0
CD004439,Antibiotics for treating chronic osteomyelitis in adults,antibiotics,antibiotics,0,chronic osteomyelitis,bone infection that lasts for a long time,1,antibiotics,long-term bone infection,0,1,0,0
CD000328,Elective high frequency jet ventilation versus conventional ventilation for respiratory distress syndrome in preterm infants,elective high frequency jet ventilation,breathing machine,1,respiratory distress syndrome,breathing trouble in baby,0,high frequency jet ventilation,breathing trouble in baby,0,0,0,0
CD009107,Intracutaneous or subcutaneous sterile water injection compared with blinded controls for pain management in labour,sterile water injection,water injection,0,labour pain,labour pain,0,water injection,labour pain,0,0,1,0
CD009411,High‐dose chemotherapy followed by autologous stem cell transplantation for patients with relapsed/refractory Hodgkin lymphoma,high-dose chemotherapy and autologous stem cell transplant,strong cancer treatment,1,relapsed or refractory Hodgkin lymphoma,cancer that came back or didn't respond to first treatment,0,strong chemotherapy and stem cell transplant,cancer that came back or didn't respond to first treatment,0,0,0,0
CD007749,Antioxidant supplements for liver diseases,antioxidant supplements,supplements,1,liver diseases,liver problems,0,antioxidant pills,liver problems,0,0,0,0
CD007196,Early versus delayed laparoscopic cholecystectomy for uncomplicated biliary colic,early laparoscopic cholecystectomy,surgery,1,uncomplicated biliary colic,pain from stones in stomach,1,early gallbladder surgery,gallstone pain,0,0,0,0
CD008444,Continuous versus intermittent physiological monitoring for acute stroke,continuous physiological monitoring,constant monitoring,0,acute stroke,stroke,0,constant monitoring,stroke,0,0,0,0
CD003132,Therapeutic ultrasound for osteoarthritis of the knee or hip,therapeutic ultrasound,ultrasound treatment,0,osteoarthritis of the knee or hip,knee or hip joint pain,0,ultrasound treatment,knee or hip joint pain,0,0,0,0
CD001108,Azoles for allergic bronchopulmonary aspergillosis associated with asthma,azoles,medicine,1,allergic bronchopulmonary aspergillosis,allergy in the lungs from fungus,1,azole medicine,asthma-related fungus sickness,0,0,0,0
CD000301,Corticosteroids for maintenance of remission in Crohn's disease,corticosteroids,steroids,1,Crohn's disease,Crohn's,1,steroid medicine,Crohn's disease,0,0,0,0
CD005326,Strontium ranelate for preventing and treating postmenopausal osteoporosis,strontium ranelate,medicine,1,postmenopausal osteoporosis,bone loss in women after menopause,0,strontium medicine,bone loss in women after menopause,0,0,0,0
CD006613,Red cell transfusion for the management of upper gastrointestinal haemorrhage,red cell transfusion,receiving blood,1,upper gastrointestinal haemorrhage,stomach bleeding,0,blood transfusion,stomach bleeding,0,0,0,0
CD001950,Benzodiazepines for neuroleptic‐induced acute akathisia,benzodiazepines,medicine for restlessness,0,neuroleptic-induced acute akathisia,restlessness from mental drugs,0,medicine for restlessness,restlessness from mental drugs,0,0,0,0
CD008987,Surgical interventions for treating radial head fractures in adults,surgical intervention,surgery for elbow break,0,radial head fractures in adults,elbow fracture in adults,0,surgery for elbow break,elbow fracture in adults,0,0,0,0
CD000407,Oral steroids for long‐term use in cystic fibrosis,oral corticosteroids,steroids,1,respiratory complications in cystic fibrosis,lung problems in cystic fibrosis,0,steroid medicine,lung problems in cystic fibrosis,0,0,0,0
CD005482,Structured treatment interruptions (STI) in chronic suppressed HIV infection in adults,structured treatment interruptions,breaks from HIV medicine,0,chronic suppressed HIV infection,HIV with low virus levels that lasts for a long time,1,breaks from HIV medicine,HIV with low virus levels,0,0,0,0
CD003745,Indomethacin for asymptomatic patent ductus arteriosus in preterm infants,indomethacin,medicine,1,asymptomatic patent ductus arteriosus in preterm infants,open blood vessel in very small babies,0,medicine to close a duct,open blood vessel in very small babies,0,0,0,0
CD004029,Non‐antiepileptic drugs for trigeminal neuralgia,non-antiepileptic drug,medicine other than seizure drugs,0,trigeminal neuralgia,face pain,0,medicine other than seizure drugs,face pain,0,0,0,0
CD006247,Low bacterial diet versus control diet to prevent infection in cancer patients treated with chemotherapy causing episodes of neutropenia,low bacterial diet,low bacteria diet,1,infection,infection,0,low bacterial diet,infection,0,0,1,0
CD003064,Diuretics for transient tachypnoea of the newborn,diuretics,medicine to help lungs,0,transient tachypnoea of the newborn,newborn breathing fast,0,medicine to help lungs,newborn breathing fast,0,0,0,0
CD001466,Surgery for cervical radiculopathy or myelopathy,surgery,spine surgery,0,cervical radiculopathy or myelopathy,neck pain or spinal cord problem,0,spine surgery,neck pain or spinal cord problem,0,0,0,0
CD008386,Statins for multiple sclerosis,statins,cholesterol medicine,0,multiple sclerosis,MS,1,cholesterol medicine,multiple sclerosis,0,0,0,0
CD006643,Interferon Beta for Primary Progressive Multiple Sclerosis,interferon beta,medicine,1,primary progressive multiple sclerosis,slow-progressing MS,0,interferon beta medicine,slow-progressing MS,0,0,0,0
CD007295,Pharmacologic treatment of depression in multiple sclerosis,antidepressant,medicine for depression ,1,depression in multiple sclerosis,depression in MS,0,antidepressant medicine,depression in MS,0,0,0,0
CD006014,Interval debulking surgery for advanced epithelial ovarian cancer,interval debulking surgery,surgery after chemo,1,advanced epithelial ovarian cancer,strong ovary cancer,1,surgery after chemotherapy,advanced ovarian cancer,0,0,0,0
CD003254,Antibiotic regimens for management of intraamniotic infection,antibiotic regimen,antibiotics,0,intraamniotic infection,infection in the womb around baby,1,antibiotics,infection in the amniotic fluid,0,0,0,0
CD007584,"Chemotherapy for malignant germ cell ovarian cancer in adult patients with early stage, advanced and recurrent disease",chemotherapy,chemo,1,malignant germ cell ovarian cancer,ovary cancer,1,chemotherapy,ovarian cancer,0,0,0,0
CD003439,Impact of tobacco advertising and promotion on increasing adolescent smoking behaviours,tobacco advertising and promotion,tobacco ads,0,adolescent smoking behaviour,teen smoking,0,tobacco ads,teen smoking,0,0,0,0
CD000498,Intraventricular streptokinase after intraventricular hemorrhage in newborn infants,intraventricular streptokinase,medicine to break clots in the brain fluid,0,post-hemorrhagic hydrocephalus,fluid build-up after brain bleeding in babies,0,medicine to break clots in the brain fluid,fluid build-up after brain bleeding in babies,0,0,0,0
CD007842,Acupuncture for slowing the progression of myopia in children and adolescents,acupuncture,acupuncture,0,myopia,short-sightedness,1,acupuncture,near-sightedness,0,1,0,0
CD005963,Advance treatment directives for people with severe mental illness,advance treatment directives,advance treatment,1,severe mental illness,severe mental illness,0,advance treatment directives,severe mental illness,0,0,1,0
CD000148,Maternal nutrient supplementation for suspected impaired fetal growth,nutrient supplementation,supplements for mom,1,impaired fetal growth,baby not growing well,0,nutrients for mom,baby not growing well,0,0,0,0
CD008326,Total disc replacement for chronic back pain in the presence of disc degeneration,total disc replacement,spine surgery to replace disc,0,chronic low-back pain,back pain that lasts for a long time,1,spine surgery to replace disc,chronic back pain,0,0,0,0
CD006860,Personal assistance for adults (19‐64) with both physical and intellectual impairments,personal assistance,help from a worker,0,physical and intellectual impairments,physical and brain problems,0,help from a worker,physical and brain problems,0,0,0,0
CD004597,"Eicosapentaenoic acid (EPA, an omega‐3 fatty acid from fish oils) for the treatment of cancer cachexia",EPA,fish oil medicine,0,cancer cachexia,cancer weight loss,0,fish oil medicine,cancer weight loss,0,0,0,0
CD002929,Disposable surgical face masks for preventing surgical wound infection in clean surgery,disposable surgical face masks,face mask,0,surgical wound infection,wound infection,0,face mask,wound infection,0,0,0,0
CD000220,Interventions for trichomoniasis in pregnancy,anti-trichomonas agents,medicine,1,trichomoniasis in pregnancy,vagina infection during pregnancy,1,medicine for trichomonas,trichomoniasis in pregnancy,0,0,0,0
CD006355,Topical glyceryl trinitrate for rotator cuff disease,topical glyceryl trinitrate,patch medicine,0,rotator cuff disease,shoulder pain,0,patch medicine,shoulder pain,0,0,0,0
CD005506,Antiemetics for reducing vomiting related to acute gastroenteritis in children and adolescents,antiemetics,medicine for nausea,0,vomiting related to acute gastroenteritis,vomiting from stomach bug,0,medicine for nausea,vomiting from stomach bug,0,0,0,0
CD006956,Laparoscopic versus Open surgery for small bowel Crohn's disease,laparoscopic surgery,surgery with small cuts,1,small bowel Crohn's disease,Crohn's,1,laparoscopic surgery,small bowel Crohn's disease,0,0,0,0
CD003422,Vasodilators and vasoactive substances for idiopathic sudden sensorineural hearing loss,vasodilators and vasoactive substances,medicines,1,idiopathic sudden sensorineural hearing loss,sudden hearing loss with no known cause,0,medicines to widen blood vessels,sudden hearing loss with no known cause,0,0,0,0
CD004888,Antiviral treatment for chronic hepatitis C in patients with human immunodeficiency virus,antiviral treatment,medicine,1,chronic hepatitis C,liver infection that lasts for a long time,1,antiviral medicine,chronic liver infection,0,0,0,0
CD005486,Topical silver for treating infected wounds,topical silver,silver cream,0,infected wounds,dirty or infected sores,0,silver cream,dirty or infected sores,0,0,0,0
CD010611,Valproate (valproic acid or sodium valproate or a combination of the two) for the prophylaxis of episodic migraine in adults,valproate,medicine,1,episodic migraine,migraine headaches that come and go,1,valproate medicine,episodic migraine,0,0,0,0
CD008302,Recombinant human thyrotropin (rhTSH) aided radioiodine treatment for residual or metastatic differentiated thyroid cancer,rhTSH-aided radioiodine treatment,medicine,1,residual or metastatic differentiated thyroid cancer,cancer that stayed or spread after surgery,0,medicine to help radioiodine treatment,cancer that stayed or spread after surgery,0,0,0,0
CD000483,Circulatory volume expansion therapy for aneurysmal subarachnoid haemorrhage,volume expansion therapy,fluid therapy,0,aneurysmal subarachnoid haemorrhage,brain bleed,0,fluid therapy,brain bleed,0,0,0,0
CD004791,"Antibiotic prophylaxis for spontaneous bacterial peritonitis in cirrhotic patients with ascites, without gastro‐intestinal bleeding",antibiotic prophylaxis,antibiotics to prevent infection,0,spontaneous bacterial peritonitis,infection in the belly fluid,0,antibiotics to prevent infection,infection in the belly fluid,0,0,0,0
CD006069,Protein containing synthetic surfactant versus animal derived surfactant extract for the prevention and treatment of respiratory distress syndrome,protein containing synthetic surfactant,lung medicine,1,respiratory distress syndrome,breathing trouble in baby,0,synthetic lung medicine,breathing trouble in baby,0,0,0,0
CD003782,Parasympathomimetic drugs for the treatment of salivary gland dysfunction due to radiotherapy,parasympathomimetic drugs,medicine for dry mouth,0,radiation-induced xerostomia,dry mouth from radiation,0,medicine for dry mouth,dry mouth from radiation,0,0,0,0
CD004277,Cyclosporine A for induction of remission in severe ulcerative colitis,cyclosporine A,medicine,1,severe ulcerative colitis,bad bowel problem,1,medicine to stop inflammation,severe colon inflammation,0,0,0,0
CD004957,Multidisciplinary rehabilitation programmes following joint replacement at the hip and knee in chronic arthropathy,multidisciplinary rehabilitation programmes,rehab after joint surgery,1,chronic arthropathy,joint pain that lasts for a long time,1,rehabilitation after joint surgery,long-term joint pain,0,0,0,0
CD004746,Galantamine for vascular cognitive impairment,galantamine,medicine,1,vascular cognitive impairment,brain problems from blood vessels,0,galantamine medicine,brain problems from blood vessels,0,0,0,0
CD003009,Neuroreflexotherapy for non‐specific low‐back pain,neuroreflexotherapy,nerve therapy,0,non-specific low-back pain,back pain,0,nerve therapy,back pain,0,0,0,0
CD000934,Alternative versus standard packages of antenatal care for low‐risk pregnancy,reduced antenatal visits,fewer prenatal visits,0,low-risk pregnancy,normal pregnancy,0,fewer prenatal visits,normal pregnancy,0,0,0,0
CD002987,Troleandomycin as an oral corticosteroid sparing agent in stable asthma,troleandomycin,medicine to reduce steroid use,0,steroid-dependent asthma,severe asthma,0,medicine to reduce steroid use,severe asthma,0,0,0,0
CD003385,Antidepressants versus psychological treatments and their combination for bulimia nervosa,antidepressant,medicine for depression ,1,bulimia nervosa,binge eating and throwing up,1,antidepressant medicine,bulimia,0,0,0,0
CD007294,Chemotherapy wafers for high grade glioma,chemotherapy wafers,cancer treatment in tumor,1,high grade glioma,brain cancer,0,chemo wafers,brain cancer,0,0,0,0
CD006866,Antiviral treatment for preventing postherpetic neuralgia,antiviral treatment,medicine,1,postherpetic neuralgia,pain after shingles,0,antiviral medicine,pain after shingles,0,0,0,0
CD005539,Nutritional screening for improving professional practice for patient outcomes in hospital and primary care settings,nutritional screening,screening for nutrition,0,malnutrition,not getting enough nutrients,0,screening for nutrition,not getting enough nutrients,0,0,0,0
CD000369,Interferon for acute hepatitis C,interferon,medicine,1,acute hepatitis C,sudden liver infection,1,interferon medicine,acute liver infection,0,0,0,0
CD007718,Telehealthcare for chronic obstructive pulmonary disease,telehealthcare,healthcare from home,0,chronic obstructive pulmonary disease,lung disease that lasts for a long time,1,healthcare from home,lung disease,0,0,0,0
CD006028,Atrial natriuretic peptide for preventing and treating acute kidney injury,atrial natriuretic peptide,low dose medicine for kidneys,0,acute kidney injury,kidney damage,0,low dose medicine for kidneys,kidney damage,0,0,0,0
CD004998,Meditation therapy for anxiety disorders,meditation therapy,meditation,0,anxiety disorders,anxiety,0,meditation,anxiety,0,0,0,0
CD001112,Caffeine for asthma,caffeine,caffeine,0,asthma,asthma,0,caffeine,asthma,1,1,1,1
CD005514,Occlusal splints for treating sleep bruxism (tooth grinding),occlusal splints,mouth guard for grinding,0,sleep bruxism,teeth grinding while sleeping,0,mouth guard for grinding,teeth grinding while sleeping,0,0,0,0
CD000972,Steroids for treating cerebral malaria,steroids,steroid medicine,0,cerebral malaria,brain malaria,0,steroid medicine,brain malaria,0,0,0,0
CD008765,Surgical cytoreduction for recurrent epithelial ovarian cancer,surgical cytoreduction,surgery to remove cancer,0,recurrent epithelial ovarian cancer,cancer that came back in the ovaries,0,surgery to remove cancer,cancer that came back in the ovaries,0,0,0,0
CD004979,Oral antibiotics versus parenteral antibiotics for severe pneumonia in children,oral antibiotics,antibiotics,1,severe pneumonia in children,bad lung infection in kids,1,oral antibiotics,severe pneumonia in kids,0,0,0,0
